 show conn | grep outside2.*172.22.0.11
TCP outside2 189.124.81.88:62403 pje-dmz 172.22.0.11:80, idle 0:01:18, bytes 0, flags UB
TCP outside2 189.68.38.234:50245 pje-dmz 172.22.0.11:443, idle 0:01:14, bytes 20928, flags UfrIOB
TCP outside2 189.124.81.88:62397 pje-dmz 172.22.0.11:443, idle 0:00:06, bytes 176285, flags UfrIOB
TCP outside2 201.16.240.73:64852 pje-dmz 172.22.0.11:443, idle 0:00:23, bytes 3449, flags UfIOB
TCP outside2 186.223.192.92:49221 pje-dmz 172.22.0.11:443, idle 0:01:16, bytes 14306, flags UfrIOB
TCP outside2 177.139.225.42:63489 pje-dmz 172.22.0.11:443, idle 0:00:34, bytes 3698, flags UfFRIOB
TCP outside2 179.159.57.70:12371 pje-dmz 172.22.0.11:443, idle 0:01:04, bytes 70077, flags UfrIOB
TCP outside2 177.206.0.166:53669 pje-dmz 172.22.0.11:443, idle 0:01:07, bytes 55124, flags UfrIOB
TCP outside2 179.159.57.70:12458 pje-dmz 172.22.0.11:443, idle 0:00:56, bytes 3409, flags UfrIOB
TCP outside2 179.127.62.114:3726 pje-dmz 172.22.0.11:80, idle 0:00:57, bytes 1638, flags UIOB
TCP outside2 191.189.113.80:60359 pje-dmz 172.22.0.11:443, idle 0:01:17, bytes 14804, flags UfrIOB
TCP outside2 191.178.89.138:50185 pje-dmz 172.22.0.11:443, idle 0:01:18, bytes 5270, flags UfrIOB
TCP outside2 191.178.89.138:50183 pje-dmz 172.22.0.11:443, idle 0:01:18, bytes 5270, flags UfrIOB
TCP outside2 191.178.89.138:50184 pje-dmz 172.22.0.11:443, idle 0:01:18, bytes 5478, flags UfrIOB
TCP outside2 191.178.89.138:50181 pje-dmz 172.22.0.11:443, idle 0:01:18, bytes 7913, flags UfrIOB
TCP outside2 191.178.89.138:50182 pje-dmz 172.22.0.11:443, idle 0:01:18, bytes 16020, flags UfrIOB
TCP outside2 201.16.240.73:64848 pje-dmz 172.22.0.11:443, idle 0:00:22, bytes 3449, flags UfIOB
TCP outside2 201.16.240.73:64846 pje-dmz 172.22.0.11:443, idle 0:00:23, bytes 3449, flags UfIOB
<--- More --->
              TCP outside2 191.178.89.138:50180 pje-dmz 172.22.0.11:443, idle 0:01:18, bytes 166093, flags UfrIOB
TCP outside2 179.234.102.246:58533 pje-dmz 172.22.0.11:443, idle 0:00:18, bytes 3396, flags UfIOB
TCP outside2 177.206.180.97:60252 pje-dmz 172.22.0.11:443, idle 0:00:16, bytes 3238, flags UfFRIOB
TCP outside2 177.206.180.97:41818 pje-dmz 172.22.0.11:443, idle 0:00:17, bytes 3238, flags UfFRIOB
TCP outside2 177.206.180.97:29531 pje-dmz 172.22.0.11:443, idle 0:00:17, bytes 3238, flags UfFRIOB
TCP outside2 187.106.159.136:53529 pje-dmz 172.22.0.11:443, idle 0:01:20, bytes 5651, flags UfrIOB
TCP outside2 186.223.19.98:18116 pje-dmz 172.22.0.11:443, idle 0:00:11, bytes 3441, flags UfFRIOB
TCP outside2 186.223.19.98:18113 pje-dmz 172.22.0.11:443, idle 0:01:20, bytes 5501, flags UfrIOB
TCP outside2 179.111.236.143:31489 pje-dmz 172.22.0.11:443, idle 0:01:21, bytes 5630, flags UfrIOB
TCP outside2 186.223.192.92:49219 pje-dmz 172.22.0.11:443, idle 0:01:16, bytes 81690, flags UfrIOB
TCP outside2 201.1.220.233:56297 pje-dmz 172.22.0.11:443, idle 0:01:04, bytes 123271, flags UfrIOB
TCP outside2 201.74.145.3:53826 pje-dmz 172.22.0.11:443, idle 0:01:21, bytes 3503, flags UfrIOB
TCP outside2 177.183.66.33:29729 pje-dmz 172.22.0.11:443, idle 0:01:21, bytes 5204, flags UfrIOB
TCP outside2 177.183.66.33:29697 pje-dmz 172.22.0.11:443, idle 0:01:21, bytes 11209, flags UfrIOB
TCP outside2 179.154.98.206:57121 pje-dmz 172.22.0.11:443, idle 0:01:22, bytes 3391, flags UfrIOB
TCP outside2 187.183.35.32:11668 pje-dmz 172.22.0.11:443, idle 0:01:22, bytes 3039, flags UfrIOB
TCP outside2 177.188.33.210:6372 pje-dmz 172.22.0.11:443, idle 0:00:16, bytes 5626, flags UfFRIOB
TCP outside2 201.83.40.253:53670 pje-dmz 172.22.0.11:443, idle 0:01:22, bytes 3748, flags UfrIOB
TCP outside2 189.29.81.171:64021 pje-dmz 172.22.0.11:443, idle 0:01:20, bytes 5994, flags UfrIOB
TCP outside2 191.209.95.88:59932 pje-dmz 172.22.0.11:443, idle 0:01:22, bytes 2749, flags UfrIOB
TCP outside2 177.84.209.104:58718 pje-dmz 172.22.0.11:443, idle 0:01:23, bytes 3327, flags UfrIOB
TCP outside2 186.204.210.89:37462 pje-dmz 172.22.0.11:443, idle 0:01:23, bytes 6372, flags UfrIOB
TCP outside2 200.206.194.187:49532 pje-dmz 172.22.0.11:443, idle 0:00:38, bytes 5831, flags UfrIOB
TCP outside2 177.183.66.33:29569 pje-dmz 172.22.0.11:443, idle 0:01:21, bytes 35404, flags UfrIOB
<--- More --->
              TCP outside2 177.206.117.88:52985 pje-dmz 172.22.0.11:443, idle 0:01:24, bytes 3503, flags UfrIOB
TCP outside2 189.55.101.97:51648 pje-dmz 172.22.0.11:443, idle 0:01:24, bytes 3471, flags UfrIOB
TCP outside2 189.5.222.186:49382 pje-dmz 172.22.0.11:443, idle 0:01:15, bytes 29398, flags UfrIOB
TCP outside2 186.204.210.89:17043 pje-dmz 172.22.0.11:443, idle 0:01:17, bytes 43353, flags UfrIOB
TCP outside2 177.158.90.1:63697 pje-dmz 172.22.0.11:443, idle 0:01:24, bytes 3343, flags UfrIOB
TCP outside2 189.62.97.149:51177 pje-dmz 172.22.0.11:443, idle 0:01:21, bytes 27086, flags UfrIOB
TCP outside2 152.250.94.100:61385 pje-dmz 172.22.0.11:443, idle 0:01:23, bytes 18781, flags UfrIOB
TCP outside2 186.231.10.2:48966 pje-dmz 172.22.0.11:443, idle 0:01:25, bytes 6917, flags UfrIOB
TCP outside2 186.231.10.2:42873 pje-dmz 172.22.0.11:443, idle 0:01:25, bytes 5717, flags UfrIOB
TCP outside2 186.231.10.2:4203 pje-dmz 172.22.0.11:443, idle 0:01:25, bytes 6308, flags UfrIOB
TCP outside2 186.231.10.2:13186 pje-dmz 172.22.0.11:443, idle 0:01:25, bytes 11085, flags UfrIOB
TCP outside2 186.231.10.2:61751 pje-dmz 172.22.0.11:443, idle 0:01:25, bytes 11680, flags UfrIOB
TCP outside2 201.6.244.164:24577 pje-dmz 172.22.0.11:443, idle 0:01:25, bytes 5602, flags UfrIOB
TCP outside2 189.32.49.139:57416 pje-dmz 172.22.0.11:443, idle 0:01:25, bytes 3375, flags UfrIOB
TCP outside2 186.223.203.87:49993 pje-dmz 172.22.0.11:443, idle 0:00:20, bytes 3645, flags UfIOB
TCP outside2 179.159.38.236:52839 pje-dmz 172.22.0.11:443, idle 0:00:09, bytes 3188, flags UfFRIOB
TCP outside2 179.235.64.158:51551 pje-dmz 172.22.0.11:443, idle 0:01:26, bytes 6075, flags UfrIOB
TCP outside2 179.235.64.158:51550 pje-dmz 172.22.0.11:443, idle 0:01:26, bytes 22143, flags UfrIOB
TCP outside2 191.209.95.88:59927 pje-dmz 172.22.0.11:443, idle 0:00:21, bytes 27862, flags UfIOB
TCP outside2 191.209.95.88:59926 pje-dmz 172.22.0.11:443, idle 0:01:22, bytes 9597, flags UfrIOB
TCP outside2 179.217.147.124:61823 pje-dmz 172.22.0.11:443, idle 0:01:27, bytes 3487, flags UfrIOB
TCP outside2 191.209.105.114:51553 pje-dmz 172.22.0.11:443, idle 0:01:33, bytes 790, flags UIOB
TCP outside2 191.209.105.114:51554 pje-dmz 172.22.0.11:443, idle 0:01:28, bytes 2852, flags UfrIOB
TCP outside2 179.159.57.70:12484 pje-dmz 172.22.0.11:443, idle 0:01:13, bytes 51502, flags UfrIOB
<--- More --->
              TCP outside2 187.180.179.179:4951 pje-dmz 172.22.0.11:443, idle 0:01:30, bytes 2997, flags UfrIOB
TCP outside2 179.97.169.223:55489 pje-dmz 172.22.0.11:443, idle 0:01:33, bytes 0, flags UB
TCP outside2 189.5.222.186:49381 pje-dmz 172.22.0.11:443, idle 0:01:32, bytes 13556, flags UfrIOB
TCP outside2 179.98.135.238:27887 pje-dmz 172.22.0.11:443, idle 0:00:26, bytes 2706, flags UfFRIOB
TCP outside2 177.139.218.64:50338 pje-dmz 172.22.0.11:80, idle 0:00:17, bytes 1233, flags UfIOB
TCP outside2 177.183.65.199:50563 pje-dmz 172.22.0.11:443, idle 0:01:34, bytes 3439, flags UfrIOB
TCP outside2 177.212.240.236:52478 pje-dmz 172.22.0.11:443, idle 0:00:01, bytes 176984, flags UfrIOB
TCP outside2 201.82.97.115:49639 pje-dmz 172.22.0.11:443, idle 0:01:34, bytes 3775, flags UfrIOB
TCP outside2 201.68.9.84:62721 pje-dmz 172.22.0.11:443, idle 0:00:25, bytes 11182, flags UfIOB
TCP outside2 216.56.3.179:18853 pje-dmz 172.22.0.11:443, idle 0:00:38, bytes 8758, flags UfFRIOB
TCP outside2 187.183.107.135:58164 pje-dmz 172.22.0.11:443, idle 0:01:21, bytes 10138004, flags UfrIOB
TCP outside2 177.206.0.166:53646 pje-dmz 172.22.0.11:443, idle 0:01:36, bytes 11663, flags UfrIOB
TCP outside2 187.107.181.50:50729 pje-dmz 172.22.0.11:443, idle 0:01:37, bytes 3663, flags UfrIOB
TCP outside2 177.183.165.57:57859 pje-dmz 172.22.0.11:443, idle 0:00:02, bytes 688, flags UIOB
TCP outside2 177.194.73.214:50247 pje-dmz 172.22.0.11:443, idle 0:01:23, bytes 438016, flags UfrIOB
TCP outside2 177.183.165.57:57856 pje-dmz 172.22.0.11:443, idle 0:01:40, bytes 5937, flags UfrIOB
TCP outside2 186.207.94.228:58074 pje-dmz 172.22.0.11:443, idle 0:01:38, bytes 5661, flags UfrIOB
TCP outside2 177.183.165.57:57855 pje-dmz 172.22.0.11:80, idle 0:00:03, bytes 890, flags UfrIOB
TCP outside2 179.159.38.236:52836 pje-dmz 172.22.0.11:443, idle 0:00:00, bytes 5180, flags UfFRIOB
TCP outside2 177.183.165.57:57854 pje-dmz 172.22.0.11:443, idle 0:01:40, bytes 859, flags UfrIOB
TCP outside2 177.183.165.57:57853 pje-dmz 172.22.0.11:443, idle 0:00:09, bytes 868, flags UfrIOB
TCP outside2 177.183.165.57:57852 pje-dmz 172.22.0.11:443, idle 0:01:40, bytes 2500, flags UfrIOB
TCP outside2 177.183.165.57:57851 pje-dmz 172.22.0.11:443, idle 0:00:02, bytes 869, flags UfrIOB
TCP outside2 177.183.165.57:57850 pje-dmz 172.22.0.11:443, idle 0:00:02, bytes 869, flags UfrIOB
<--- More --->
              TCP outside2 201.37.161.182:10554 pje-dmz 172.22.0.11:443, idle 0:01:38, bytes 3343, flags UfrIOB
TCP outside2 177.183.165.57:57849 pje-dmz 172.22.0.11:443, idle 0:01:40, bytes 1940, flags UfrIOB
TCP outside2 177.183.165.57:57848 pje-dmz 172.22.0.11:443, idle 0:00:02, bytes 869, flags UfrIOB
TCP outside2 177.183.165.57:57847 pje-dmz 172.22.0.11:443, idle 0:00:09, bytes 1870, flags UfrIOB
TCP outside2 191.209.95.88:59924 pje-dmz 172.22.0.11:443, idle 0:00:14, bytes 66159, flags UfIOB
TCP outside2 186.223.19.98:17779 pje-dmz 172.22.0.11:443, idle 0:01:39, bytes 3615, flags UfrIOB
TCP outside2 177.183.165.57:57839 pje-dmz 172.22.0.11:443, idle 0:00:22, bytes 4827, flags UfrIOB
TCP outside2 177.139.218.64:50323 pje-dmz 172.22.0.11:443, idle 0:01:34, bytes 19132, flags UfrIOB
TCP outside2 177.139.218.64:50321 pje-dmz 172.22.0.11:443, idle 0:01:24, bytes 208726, flags UfrIOB
TCP outside2 177.139.218.64:50324 pje-dmz 172.22.0.11:443, idle 0:01:34, bytes 28824, flags UfrIOB
TCP outside2 177.139.218.64:50322 pje-dmz 172.22.0.11:443, idle 0:01:35, bytes 51194, flags UfrIOB
TCP outside2 177.139.218.64:50320 pje-dmz 172.22.0.11:443, idle 0:01:31, bytes 163544, flags UfrIOB
TCP outside2 177.183.165.57:57838 pje-dmz 172.22.0.11:443, idle 0:01:22, bytes 156541, flags UfrIOB
TCP outside2 187.56.9.137:49661 pje-dmz 172.22.0.11:80, idle 0:00:01, bytes 2298, flags UIOB
TCP outside2 191.17.107.16:55073 pje-dmz 172.22.0.11:443, idle 0:01:35, bytes 174712, flags UfrIOB
TCP outside2 191.17.107.16:55041 pje-dmz 172.22.0.11:80, idle 0:00:42, bytes 2399, flags UfrIOB
TCP outside2 177.139.218.64:50319 pje-dmz 172.22.0.11:443, idle 0:01:34, bytes 164529, flags UfrIOB
TCP outside2 179.97.169.223:55487 pje-dmz 172.22.0.11:443, idle 0:00:26, bytes 1071, flags UfFRIOB
TCP outside2 191.255.219.83:50942 pje-dmz 172.22.0.11:443, idle 0:00:42, bytes 6263, flags UfFRIOB
TCP outside2 179.97.169.223:55486 pje-dmz 172.22.0.11:443, idle 0:00:21, bytes 322329, flags UfFRIOB
TCP outside2 179.222.204.138:60947 pje-dmz 172.22.0.11:443, idle 0:00:37, bytes 3438, flags UfIOB
TCP outside2 187.45.152.6:7137 pje-dmz 172.22.0.11:443, idle 0:01:41, bytes 3492, flags UfrIOB
TCP outside2 179.222.204.138:62273 pje-dmz 172.22.0.11:443, idle 0:01:42, bytes 3265, flags UfrIOB
TCP outside2 189.5.217.68:51911 pje-dmz 172.22.0.11:443, idle 0:01:42, bytes 3503, flags UfrIOB
<--- More --->
              TCP outside2 187.183.35.139:3311 pje-dmz 172.22.0.11:443, idle 0:00:18, bytes 8924, flags UfFRIOB
TCP outside2 187.2.142.59:60051 pje-dmz 172.22.0.11:443, idle 0:01:42, bytes 3631, flags UfrIOB
TCP outside2 186.223.192.92:49211 pje-dmz 172.22.0.11:443, idle 0:01:43, bytes 159630, flags UfrIOB
TCP outside2 200.228.16.218:27912 pje-dmz 172.22.0.11:443, idle 0:00:46, bytes 6172, flags UfFRIOB
TCP outside2 189.68.131.44:54592 pje-dmz 172.22.0.11:443, idle 0:00:52, bytes 1071, flags UfFRIOB
TCP outside2 187.107.181.50:50249 pje-dmz 172.22.0.11:443, idle 0:01:44, bytes 3647, flags UfrIOB
TCP outside2 187.2.225.84:2061 pje-dmz 172.22.0.11:443, idle 0:01:41, bytes 3429, flags UfrIOB
TCP outside2 189.40.91.244:55123 pje-dmz 172.22.0.11:443, idle 0:00:42, bytes 12129, flags UfFRIOB
TCP outside2 189.40.91.244:55133 pje-dmz 172.22.0.11:443, idle 0:00:34, bytes 4733, flags UfFRIOB
TCP outside2 177.33.34.32:54567 pje-dmz 172.22.0.11:443, idle 0:01:33, bytes 44963, flags UfrIOB
TCP outside2 201.1.220.233:56289 pje-dmz 172.22.0.11:443, idle 0:00:08, bytes 1191, flags UfFRIOB
TCP outside2 191.242.240.103:9064 pje-dmz 172.22.0.11:443, idle 0:00:49, bytes 3742, flags UfFRIOB
TCP outside2 189.61.199.125:59528 pje-dmz 172.22.0.11:443, idle 0:01:46, bytes 3503, flags UfrIOB
TCP outside2 201.82.97.115:49638 pje-dmz 172.22.0.11:443, idle 0:01:46, bytes 417113, flags UfrIOB
TCP outside2 177.81.254.233:61536 pje-dmz 172.22.0.11:443, idle 0:00:54, bytes 3996, flags UfIOB
TCP outside2 179.157.51.28:53423 pje-dmz 172.22.0.11:443, idle 0:01:48, bytes 3393, flags UfrIOB
TCP outside2 187.180.179.179:4860 pje-dmz 172.22.0.11:443, idle 0:01:45, bytes 82550, flags UfrIOB
TCP outside2 177.82.98.7:26402 pje-dmz 172.22.0.11:443, idle 0:01:48, bytes 5543, flags UfrIOB
TCP outside2 187.51.37.194:54222 pje-dmz 172.22.0.11:443, idle 0:01:50, bytes 3471, flags UfrIOB
TCP outside2 201.42.20.50:53158 pje-dmz 172.22.0.11:443, idle 0:00:54, bytes 1071, flags UfIOB
TCP outside2 201.69.161.114:49371 pje-dmz 172.22.0.11:443, idle 0:00:48, bytes 3976, flags UfIOB
TCP outside2 201.69.161.114:49370 pje-dmz 172.22.0.11:443, idle 0:00:57, bytes 43951, flags UfIOB
TCP outside2 187.183.107.135:58140 pje-dmz 172.22.0.11:443, idle 0:01:49, bytes 21292, flags UfrIOB
TCP outside2 177.41.200.223:51621 pje-dmz 172.22.0.11:443, idle 0:00:50, bytes 2716, flags UfFRIOB
<--- More --->
              TCP outside2 179.111.236.143:21761 pje-dmz 172.22.0.11:443, idle 0:01:51, bytes 3466, flags UfrIOB
TCP outside2 189.18.32.30:50344 pje-dmz 172.22.0.11:443, idle 0:01:36, bytes 4932, flags UfrIOB
TCP outside2 187.45.152.6:7105 pje-dmz 172.22.0.11:443, idle 0:01:51, bytes 5468, flags UfrIOB
TCP outside2 179.233.75.167:13563 pje-dmz 172.22.0.11:443, idle 0:00:53, bytes 6154, flags UfFRIOB
TCP outside2 189.29.64.230:49350 pje-dmz 172.22.0.11:443, idle 0:00:00, bytes 14650168, flags UIOB
TCP outside2 189.101.186.43:61522 pje-dmz 172.22.0.11:443, idle 0:01:53, bytes 3615, flags UfrIOB
TCP outside2 177.206.0.166:53604 pje-dmz 172.22.0.11:443, idle 0:01:48, bytes 112944, flags UfrIOB
TCP outside2 186.231.10.2:61729 pje-dmz 172.22.0.11:443, idle 0:01:25, bytes 36086, flags UfrIOB
TCP outside2 177.81.254.233:61535 pje-dmz 172.22.0.11:443, idle 0:01:01, bytes 3836, flags UfIOB
TCP outside2 201.68.9.84:62681 pje-dmz 172.22.0.11:443, idle 0:00:22, bytes 1749, flags UfFRIOB
TCP outside2 201.68.9.84:62679 pje-dmz 172.22.0.11:443, idle 0:00:25, bytes 6232, flags UfIOB
TCP outside2 191.189.76.26:52823 pje-dmz 172.22.0.11:443, idle 0:01:56, bytes 3343, flags UfrIOB
TCP outside2 189.35.37.184:57702 pje-dmz 172.22.0.11:443, idle 0:01:00, bytes 3572, flags UfIOB
TCP outside2 177.206.180.97:35640 pje-dmz 172.22.0.11:443, idle 0:00:50, bytes 3238, flags UfFRIOB
TCP outside2 177.33.34.32:54558 pje-dmz 172.22.0.11:443, idle 0:01:52, bytes 5924, flags UfrIOB
TCP outside2 177.183.66.33:28609 pje-dmz 172.22.0.11:443, idle 0:01:56, bytes 6884, flags UfrIOB
TCP outside2 177.183.66.33:28513 pje-dmz 172.22.0.11:443, idle 0:01:57, bytes 6699, flags UfrIOB
TCP outside2 177.183.66.33:28449 pje-dmz 172.22.0.11:443, idle 0:01:56, bytes 23583, flags UfrIOB
TCP outside2 177.183.66.33:28417 pje-dmz 172.22.0.11:443, idle 0:01:56, bytes 67000, flags UfrIOB
TCP outside2 189.124.79.227:1357 pje-dmz 172.22.0.11:80, idle 0:00:59, bytes 964, flags UfrIOB
TCP outside2 179.159.41.48:53226 pje-dmz 172.22.0.11:443, idle 0:01:58, bytes 3781, flags UfrIOB
TCP outside2 179.159.41.48:53227 pje-dmz 172.22.0.11:443, idle 0:01:58, bytes 51454, flags UfrIOB
TCP outside2 179.159.41.48:53228 pje-dmz 172.22.0.11:443, idle 0:01:58, bytes 12770, flags UfrIOB
TCP outside2 179.159.41.48:53229 pje-dmz 172.22.0.11:443, idle 0:01:58, bytes 17608, flags UfrIOB
<--- More --->
              TCP outside2 179.159.41.48:53225 pje-dmz 172.22.0.11:443, idle 0:01:58, bytes 15849, flags UfrIOB
TCP outside2 177.138.131.128:54791 pje-dmz 172.22.0.11:443, idle 0:01:59, bytes 3185, flags UfrIOB
TCP outside2 177.138.131.128:54790 pje-dmz 172.22.0.11:443, idle 0:01:59, bytes 4145, flags UfrIOB
TCP outside2 177.138.131.128:54789 pje-dmz 172.22.0.11:443, idle 0:01:59, bytes 7233, flags UfrIOB
TCP outside2 189.47.124.224:54819 pje-dmz 172.22.0.11:80, idle 0:00:05, bytes 3932, flags UIOB
TCP outside2 201.82.179.27:36241 pje-dmz 172.22.0.11:443, idle 0:01:02, bytes 5988, flags UfFRIOB
TCP outside2 187.66.150.124:61359 pje-dmz 172.22.0.11:443, idle 0:00:26, bytes 36636, flags UfFRIOB
TCP outside2 186.204.210.89:21429 pje-dmz 172.22.0.11:443, idle 0:01:49, bytes 61527, flags UfrIOB
TCP outside2 179.216.114.103:50247 pje-dmz 172.22.0.11:443, idle 0:02:00, bytes 3487, flags UfrIOB
TCP outside2 191.22.209.81:49459 pje-dmz 172.22.0.11:443, idle 0:00:02, bytes 169072, flags UfrIOB
TCP outside2 177.206.180.97:31527 pje-dmz 172.22.0.11:443, idle 0:00:53, bytes 3238, flags UfFRIOB
TCP outside2 189.13.116.221:61205 pje-dmz 172.22.0.11:443, idle 0:01:01, bytes 3560, flags UfIOB
TCP outside2 179.156.83.63:9889 pje-dmz 172.22.0.11:443, idle 0:02:00, bytes 29788, flags UfrIOB
TCP outside2 179.156.83.63:9857 pje-dmz 172.22.0.11:443, idle 0:02:00, bytes 19093, flags UfrIOB
TCP outside2 179.156.83.63:9825 pje-dmz 172.22.0.11:443, idle 0:02:00, bytes 23260, flags UfrIOB
TCP outside2 179.156.83.63:9793 pje-dmz 172.22.0.11:443, idle 0:01:56, bytes 230615, flags UfrIOB
TCP outside2 177.81.10.24:50059 pje-dmz 172.22.0.11:443, idle 0:02:00, bytes 3343, flags UfrIOB
TCP outside2 179.223.4.113:51160 pje-dmz 172.22.0.11:443, idle 0:02:00, bytes 3249, flags UfrIOB
TCP outside2 179.156.83.63:9761 pje-dmz 172.22.0.11:443, idle 0:02:00, bytes 103944, flags UfrIOB
TCP outside2 179.159.57.70:12557 pje-dmz 172.22.0.11:443, idle 0:02:00, bytes 5496, flags UfrIOB
TCP outside2 201.68.9.84:62667 pje-dmz 172.22.0.11:443, idle 0:00:22, bytes 1749, flags UfFRIOB
TCP outside2 179.156.83.63:9729 pje-dmz 172.22.0.11:443, idle 0:01:56, bytes 197727, flags UfrIOB
TCP outside2 189.61.199.125:59525 pje-dmz 172.22.0.11:443, idle 0:01:59, bytes 37911, flags UfrIOB
TCP outside2 189.11.225.142:49210 pje-dmz 172.22.0.11:80, idle 0:00:02, bytes 1663, flags UfrIOB
<--- More --->
              TCP outside2 187.39.71.159:32176 pje-dmz 172.22.0.11:443, idle 0:02:01, bytes 3455, flags UfrIOB
TCP outside2 177.183.66.33:28289 pje-dmz 172.22.0.11:443, idle 0:01:56, bytes 132619, flags UfrIOB
TCP outside2 177.183.66.33:28257 pje-dmz 172.22.0.11:443, idle 0:02:03, bytes 4488, flags UfrIOB
TCP outside2 189.79.184.196:21195 pje-dmz 172.22.0.11:443, idle 0:00:00, bytes 514260, flags UfIOB
TCP outside2 143.0.148.209:50046 pje-dmz 172.22.0.11:443, idle 0:01:56, bytes 53768, flags UfrIOB
TCP outside2 179.235.64.158:51533 pje-dmz 172.22.0.11:443, idle 0:02:04, bytes 2607, flags UfrIOB
TCP outside2 201.68.9.84:62658 pje-dmz 172.22.0.11:443, idle 0:01:14, bytes 9071, flags UfIOB
TCP outside2 201.68.9.84:62655 pje-dmz 172.22.0.11:443, idle 0:01:03, bytes 28631, flags UfIOB
TCP outside2 187.64.224.113:49987 pje-dmz 172.22.0.11:443, idle 0:01:58, bytes 1452939, flags UfrIOB
TCP outside2 187.120.181.38:54309 pje-dmz 172.22.0.11:443, idle 0:02:06, bytes 5461, flags UfrIOB
TCP outside2 179.159.56.33:3303 pje-dmz 172.22.0.11:443, idle 0:01:53, bytes 10056760, flags UfrIOB
TCP outside2 177.138.131.128:54788 pje-dmz 172.22.0.11:443, idle 0:01:59, bytes 434888, flags UfrIOB
TCP outside2 179.159.208.158:58765 pje-dmz 172.22.0.11:443, idle 0:02:08, bytes 3615, flags UfrIOB
TCP outside2 177.185.171.109:55627 pje-dmz 172.22.0.11:443, idle 0:02:08, bytes 765, flags UfrIOB
TCP outside2 177.185.171.109:55626 pje-dmz 172.22.0.11:443, idle 0:02:08, bytes 765, flags UfrIOB
TCP outside2 177.185.171.109:55625 pje-dmz 172.22.0.11:443, idle 0:02:08, bytes 1681, flags UfrIOB
TCP outside2 177.183.170.253:51848 pje-dmz 172.22.0.11:443, idle 0:02:08, bytes 4821, flags UfrIOB
TCP outside2 177.183.170.253:51847 pje-dmz 172.22.0.11:443, idle 0:02:08, bytes 20046, flags UfrIOB
TCP outside2 186.231.10.2:38814 pje-dmz 172.22.0.11:80, idle 0:00:13, bytes 0, flags UfrB
TCP outside2 186.231.10.2:36059 pje-dmz 172.22.0.11:80, idle 0:01:14, bytes 765, flags UfrIOB
TCP outside2 177.183.66.33:27521 pje-dmz 172.22.0.11:443, idle 0:02:09, bytes 2355, flags UfrIOB
TCP outside2 177.183.66.33:27489 pje-dmz 172.22.0.11:443, idle 0:02:09, bytes 5362, flags UfrIOB
TCP outside2 177.183.66.33:27457 pje-dmz 172.22.0.11:443, idle 0:02:13, bytes 170441, flags UfrIOB
TCP outside2 177.185.171.109:55622 pje-dmz 172.22.0.11:443, idle 0:02:07, bytes 6345, flags UfrIOB
<--- More --->
              TCP outside2 177.185.171.109:55621 pje-dmz 172.22.0.11:443, idle 0:02:08, bytes 163435, flags UfrIOB
TCP outside2 179.159.41.48:53222 pje-dmz 172.22.0.11:443, idle 0:02:09, bytes 23468, flags UfrIOB
TCP outside2 187.183.99.210:49178 pje-dmz 172.22.0.11:443, idle 0:02:10, bytes 2471, flags UfrIOB
TCP outside2 177.82.108.179:64638 pje-dmz 172.22.0.11:443, idle 0:01:09, bytes 1083, flags UfFRIOB
TCP outside2 189.54.238.13:51962 pje-dmz 172.22.0.11:443, idle 0:02:10, bytes 1872, flags UfrIOB
TCP outside2 187.183.99.210:49177 pje-dmz 172.22.0.11:443, idle 0:02:10, bytes 2183, flags UfrIOB
TCP outside2 179.159.41.48:53221 pje-dmz 172.22.0.11:443, idle 0:01:58, bytes 130373, flags UfrIOB
TCP outside2 177.206.180.97:43818 pje-dmz 172.22.0.11:443, idle 0:01:03, bytes 3238, flags UfFRIOB
TCP outside2 179.159.41.48:53219 pje-dmz 172.22.0.11:443, idle 0:02:09, bytes 75787, flags UfrIOB
TCP outside2 187.115.24.129:52057 pje-dmz 172.22.0.11:443, idle 0:02:11, bytes 3455, flags UfrIOB
TCP outside2 179.157.32.108:56482 pje-dmz 172.22.0.11:443, idle 0:01:06, bytes 17307, flags UfFRIOB
TCP outside2 186.223.19.98:17741 pje-dmz 172.22.0.11:443, idle 0:02:11, bytes 3583, flags UfrIOB
TCP outside2 179.159.41.48:53218 pje-dmz 172.22.0.11:443, idle 0:02:06, bytes 137794, flags UfrIOB
TCP outside2 177.82.91.244:25733 pje-dmz 172.22.0.11:443, idle 0:02:07, bytes 3663, flags UfrIOB
TCP outside2 179.176.55.139:49822 pje-dmz 172.22.0.11:80, idle 0:01:17, bytes 942, flags UfrIOB
TCP outside2 177.41.200.223:51598 pje-dmz 172.22.0.11:80, idle 0:00:07, bytes 6114, flags UIOB
TCP outside2 177.206.180.97:41751 pje-dmz 172.22.0.11:443, idle 0:00:36, bytes 3163, flags UfFRIOB
TCP outside2 191.249.235.107:51874 pje-dmz 172.22.0.11:443, idle 0:01:07, bytes 13903, flags UfIOB
TCP outside2 189.101.131.100:58666 pje-dmz 172.22.0.11:443, idle 0:01:18, bytes 10825, flags UfIOB
TCP outside2 179.159.57.70:12751 pje-dmz 172.22.0.11:443, idle 0:01:32, bytes 83207, flags UfrIOB
TCP outside2 179.97.169.223:55479 pje-dmz 172.22.0.11:443, idle 0:00:18, bytes 1125, flags UfFRIOB
TCP outside2 179.97.169.223:55482 pje-dmz 172.22.0.11:443, idle 0:02:02, bytes 1873, flags UfrIOB
